,time,location_name
384,2017-04-13,Reykjavik
385,2017-04-23,Reykjavik
386,2017-04-28,Reykjavik
387,2017-04-30,Reykjavik
388,2017-05-03,Reykjavik
389,2017-07-20,Reykjavik
390,2017-07-23,Reykjavik
391,2017-07-25,Reykjavik
392,2017-07-26,Reykjavik
393,2017-07-27,Reykjavik
394,2017-07-28,Reykjavik
395,2017-11-05,Reykjavik
396,2018-03-31,Reykjavik
397,2018-07-24,Reykjavik
398,2018-07-29,Reykjavik
399,2018-09-06,Reykjavik
400,2018-09-17,Reykjavik
401,2018-10-06,Reykjavik
402,2018-10-27,Reykjavik
403,2018-11-17,Reykjavik
404,2018-12-30,Reykjavik
405,2019-01-05,Reykjavik
406,2019-03-01,Reykjavik
407,2019-05-21,Reykjavik
408,2019-06-13,Reykjavik
409,2019-06-14,Reykjavik
410,2019-06-15,Reykjavik
411,2019-06-17,Reykjavik
412,2019-06-18,Reykjavik
413,2019-07-07,Reykjavik
414,2019-07-16,Reykjavik
415,2019-07-18,Reykjavik
416,2019-07-19,Reykjavik
417,2019-07-20,Reykjavik
418,2019-07-21,Reykjavik
419,2019-07-22,Reykjavik
420,2019-07-29,Reykjavik
421,2019-07-30,Reykjavik
422,2019-07-31,Reykjavik
423,2019-08-05,Reykjavik
424,2019-08-11,Reykjavik
425,2019-08-17,Reykjavik
426,2019-09-19,Reykjavik
427,2019-09-28,Reykjavik
428,2020-01-11,Reykjavik
429,2020-06-21,Reykjavik
430,2020-06-27,Reykjavik
431,2020-06-28,Reykjavik
432,2020-06-29,Reykjavik
433,2020-08-18,Reykjavik
434,2020-08-24,Reykjavik
435,2020-09-14,Reykjavik
436,2020-11-05,Reykjavik
437,2020-12-03,Reykjavik
438,2020-12-07,Reykjavik
439,2020-12-27,Reykjavik
440,2021-01-12,Reykjavik
441,2021-04-11,Reykjavik
442,2021-05-07,Reykjavik
443,2021-05-14,Reykjavik
444,2021-06-04,Reykjavik
445,2021-07-29,Reykjavik
446,2021-07-30,Reykjavik
447,2021-08-23,Reykjavik
448,2021-09-16,Reykjavik
449,2022-02-21,Reykjavik
450,2022-04-12,Reykjavik
451,2022-09-04,Reykjavik
452,2022-09-07,Reykjavik
453,2022-09-09,Reykjavik
454,2022-09-25,Reykjavik
